"game_id","team_id","HoA","won","settled_in","head_coach","goals","shots","hits","pim","powerPlayOpportunities","powerPlayGoals","faceOffWinPercentage","giveaways","takeaways"
"2015030223","15","away",FALSE,"REG","Barry Trotz",2,49,58,6,4,0,50.7,8,4
"2015030223","5","home",TRUE,"REG","Mike Sullivan",3,23,25,8,3,0,49.3,5,11
"2015030224","15","away",FALSE,"OT","Barry Trotz",2,36,41,10,2,0,52.6,2,2
"2015030224","5","home",TRUE,"OT","Mike Sullivan",3,33,47,8,4,0,47.4,13,5
"2015030225","5","away",FALSE,"REG","Mike Sullivan",1,31,28,12,2,1,49.2,14,10
"2015030225","15","home",TRUE,"REG","Barry Trotz",3,19,26,6,5,2,50.8,13,11
"2015030226","15","away",FALSE,"OT","Barry Trotz",3,39,35,6,6,2,43.6,5,3
"2015030226","5","home",TRUE,"OT","Mike Sullivan",4,42,43,12,3,2,56.4,9,8
"2015030111","2","away",TRUE,"REG","Jack Capuano",5,26,40,8,2,1,51.5,10,2
"2015030111","13","home",FALSE,"REG","Gerard Gallant",4,46,39,6,3,1,48.5,8,4
"2015030112","2","away",FALSE,"REG","Jack Capuano",1,42,32,8,3,0,42.9,9,6
"2015030112","13","home",TRUE,"REG","Gerard Gallant",3,31,22,12,1,0,57.1,13,7
"2015030113","13","away",FALSE,"OT","Gerard Gallant",3,39,40,10,3,0,43.7,17,6
"2015030113","2","home",TRUE,"OT","Jack Capuano",4,39,48,8,4,2,56.3,24,15
"2015030114","13","away",TRUE,"REG","Gerard Gallant",2,29,32,8,4,1,40.7,7,14
"2015030114","2","home",FALSE,"REG","Jack Capuano",1,27,28,8,4,1,59.3,10,7
"2015030115","2","away",TRUE,"OT","Jack Capuano",2,42,65,2,5,1,45.3,24,18
"2015030115","13","home",FALSE,"OT","Gerard Gallant",1,48,34,10,1,0,54.7,16,19
"2015030116","13","away",FALSE,"OT","Gerard Gallant",1,42,41,6,3,0,45.8,24,18
"2015030116","2","home",TRUE,"OT","Jack Capuano",2,51,45,6,3,0,54.2,29,9
"2013030171","25","away",FALSE,"REG","Lindy Ruff",3,35,27,10,5,1,44.6,8,3
"2013030171","24","home",TRUE,"REG","Bruce Boudreau",4,35,28,10,5,2,55.4,13,4
"2013030172","25","away",FALSE,"REG","Lindy Ruff",2,36,28,6,6,1,50.8,10,3
"2013030172","24","home",TRUE,"REG","Bruce Boudreau",3,19,40,12,3,0,49.2,10,7
"2013030173","24","away",FALSE,"REG","Bruce Boudreau",0,37,30,32,5,0,38,7,4
"2013030173","25","home",TRUE,"REG","Lindy Ruff",3,22,34,26,3,0,62,15,8
"2013030174","24","away",FALSE,"REG","Bruce Boudreau",2,23,42,47,3,0,43.3,2,9
"2013030174","25","home",TRUE,"REG","Lindy Ruff",4,26,30,35,3,0,56.7,15,10
"2013030175","25","away",FALSE,"REG","Lindy Ruff",2,36,22,64,7,0,47.6,10,2
"2013030175","24","home",TRUE,"REG","Bruce Boudreau",6,23,40,57,6,4,52.4,8,6
"2013030176","24","away",TRUE,"OT","Bruce Boudreau",5,30,39,16,4,1,50.6,9,7
"2013030176","25","home",FALSE,"OT","Lindy Ruff",4,24,35,12,5,1,49.4,13,9
"2016030231","18","away",TRUE,"REG","Peter Laviolette",4,32,34,4,3,2,62.3,6,6
"2016030231","19","home",FALSE,"REG","Mike Yeo",3,30,36,8,1,0,37.7,4,7
"2016030232","18","away",FALSE,"REG","Peter Laviolette",2,24,33,23,0,0,45.5,3,4
"2016030232","19","home",TRUE,"REG","Mike Yeo",3,20,24,2,5,1,54.5,7,4
"2016030233","19","away",FALSE,"REG","Mike Yeo",1,23,30,12,1,0,38.1,6,7
"2016030233","18","home",TRUE,"REG","Peter Laviolette",3,34,34,8,3,0,61.9,20,5
"2016030234","19","away",FALSE,"REG","Mike Yeo",1,33,33,14,2,0,52.9,6,9
"2016030234","18","home",TRUE,"REG","Peter Laviolette",2,25,31,10,4,1,47.1,10,7
"2016030235","18","away",FALSE,"REG","Peter Laviolette",1,22,25,10,3,1,54.4,2,4
"2016030235","19","home",TRUE,"REG","Mike Yeo",2,32,31,6,5,0,45.6,2,6
"2016030236","19","away",FALSE,"REG","Mike Yeo",1,24,27,8,1,0,55.9,9,5
"2016030236","18","home",TRUE,"REG","Peter Laviolette",3,18,27,2,4,0,44.1,21,7
"2015030161","16","away",FALSE,"OT","Joel Quenneville",0,35,24,8,5,0,45.8,4,7
"2015030161","19","home",TRUE,"OT","Ken Hitchcock",1,18,41,10,4,0,54.2,4,8
"2015030162","16","away",TRUE,"REG","Joel Quenneville",3,29,25,6,3,1,56.2,2,3
"2015030162","19","home",FALSE,"REG","Ken Hitchcock",2,31,41,10,1,0,43.8,6,11
"2015030163","19","away",TRUE,"REG","Ken Hitchcock",3,36,40,12,3,2,50.6,9,5
"2015030163","16","home",FALSE,"REG","Joel Quenneville",2,46,36,10,4,1,49.4,12,5
"2015030164","19","away",TRUE,"REG","Ken Hitchcock",4,20,48,62,4,2,53.3,11,8
"2015030164","16","home",FALSE,"REG","Joel Quenneville",3,42,28,78,2,1,46.7,10,7
"2015030165","16","away",TRUE,"OT","Joel Quenneville",4,35,36,6,1,0,46.7,10,10
"2015030165","19","home",FALSE,"OT","Ken Hitchcock",3,46,39,2,3,1,53.3,4,5
"2015030166","19","away",FALSE,"REG","Ken Hitchcock",3,28,40,6,1,0,50.8,8,12
"2015030166","16","home",TRUE,"REG","Joel Quenneville",6,36,38,2,3,2,49.2,16,9
"2015030167","16","away",FALSE,"REG","Joel Quenneville",2,33,19,4,1,1,52.4,2,6
"2015030167","19","home",TRUE,"REG","Ken Hitchcock",3,26,34,2,2,0,47.6,5,9
"2014030221","15","away",TRUE,"REG","Barry Trotz",2,29,32,6,2,1,44.3,13,3
"2014030221","3","home",FALSE,"REG","Alain Vigneault",1,32,34,6,2,0,55.7,20,7
"2014030222","15","away",FALSE,"REG","Barry Trotz",2,32,38,8,1,0,53.4,12,5
